building,apartment,apartment_id,floor,type,profile_key,segment,rooms,area_m2,balcony_m2,balcony_count,yard,directions,park_view,net_price_ils,total_cost_indexed_ils,plan_score,plan_tier,plan_adjustment_pct,location_score,location_adjustment_pct,total_quality_adjustment_pct,quality_rank_within_segment,quality_tier_within_segment,analysis_confidence,plan_summary,dimensions,outdoor_notes,orientation_note,floor_note,micro_location_note,unit_strengths,unit_risks,verification_needed,plan_image_path
1,12,1-12,3,1A,1A,3 חדרים גדולה,3,87.77,21.67,2,False,מערב - צפון,none,1371044,1432443,82,B+,0.4,67.2,-0.86,-0.46,11,C – חלשה יחסית בסגמנט,בינונית-גבוהה,"דירת 3 חדרים גדולה ונוחה מאוד, עם חלל ציבורי נדיב ושני חדרים בגודל מלא. חלק מהשטח החיצוני מפוצל ומרפסת הסלון צרה, ולכן השטח הרשום הגבוה אינו כולו שווה באותה מידה לקונה.",חלל ציבורי פתוח ברוחב עד כ־5.76 מ׳; חדרים כ־2.92×3.47 מ׳ וכ־3.29×3.76 מ׳; מרפסת סלון כ־6.36×1.59 מ׳; מרפסת מעוגלת נוספת כ־9.8 מ״ר.,"סה״כ 21.67 מ״ר בשתי מרפסות. מרפסת הסלון ארוכה וצרה; המרפסת המעוגלת עמוקה יותר אך מחוברת לחדר שינה. יש ערך ייחודי, אך פחות ממשטח חוץ אחד גדול ושימושי.","קרירה ומוצלת יותר, אך עלולה להיות חשוכה יחסית בחלק מהיום","קומת ביניים: נקודת בסיס טובה בין נגישות, פרטיות ופתיחות.",החזית המערבית פונה לרחוב; הצפון פונה לכיוון בניין 3 והמרחב הפנימי. אין נוף פארק. יחידות נמוכות חשופות יותר לכביש ולחזיתות סמוכות.,ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס | אחד הכיוונים פונה לאזור גן הילדים/המרחב הציבורי; רעש יום רלוונטי בעיקר בקומות נמוכות,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_12.png
1,13,1-13,3,1B,1B,4 חדרים,4,107.95,11.88,1,False,מזרח - צפון,partial,1676693,1751779,79,B-,-0.2,65.8,-1.12,-1.32,35,C – חלשה יחסית בסגמנט,בינונית,"תוכנית משפחתית טובה ומרווחת, עם חדר הורים נדיב ומערך שירות מלא. החלל הציבורי ארוך והמרפסת צרה; חדר אחד קומפקטי והזרימה פחות טבעית מהטיפוסים המובילים.",חלל ציבורי באורך כ־7.2 מ׳ וברוחב שימושי סביב 4.06 מ׳; הורים כ־4.43×2.95 מ׳; חדר נוסף כ־3.00×3.15 מ׳; ממ״ד כ־3.76×3.00 מ׳; מרפסת כ־6.35×1.59 מ׳.,"11.88 מ״ר רשומים, אך עומק של כ־1.59 מ׳. מתאימה לישיבה לאורך המרפסת; פחות נוחה לשולחן משפחתי רחב.",אור בוקר וטמפרטורה מתונה יחסית; פחות שמש דרומית,"קומת ביניים: נקודת בסיס טובה בין נגישות, פרטיות ופתיחות.",המזרח פונה דרך המתחם לכיוון בניין 2 ולכן אינו קו נוף פארק ישיר. הכיוון הצפוני פונה לאזור גן הילדים/המרחב הפנימי; בקומות נמוכות צפויים יותר רעש יום ופרטיות מופחתת.,ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,הפתיחות המזרחית חלקית בלבד בגלל מבני הפרויקט שממול; אין לתמחר כנוף פארק מלא | אחד הכיוונים פונה לאזור גן הילדים/המרחב הציבורי; רעש יום רלוונטי בעיקר בקומות נמוכות,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות | מרחק מדויק וחלונות נגדיים בבניין 2/3",app/public/plans/apt_b1_13.png
1,14,1-14,3,1C,1C,3 חדרים קומפקטית,3,79.72,13.6,1,False,מזרח - דרום,partial,1188348,1241566,81,B,0.2,69.0,-0.54,-0.34,13,B – טובה/ממוצעת בסגמנט,בינונית,"אחת מתוכניות ה־3 חדרים היעילות ביותר: כמעט כל השטח עובד, המרפסת עמוקה ומרובעת, ושני החדרים בגודל סביר. המטבח קומפקטי ואין סוויטת הורים.","חלל ציבורי ברוחב כולל כ־5.83 מ׳; חדרים כ־2.95×3.98 מ׳ וכ־3.54×2.95 מ׳; מרפסת כ־13.6 מ״ר, בעומק קרוב ל־4 מ׳.","מרפסת כ־13.6 מ״ר בעלת פרופורציות עמוקות ומרובעות יחסית — שימושית לאוכל, אירוח ופינת ישיבה.","אור בוקר ודרום; איזון טוב יחסית, בכפוף להצללה בפועל","קומת ביניים: נקודת בסיס טובה בין נגישות, פרטיות ופתיחות.","חזית מזרחית-דרומית, אך המזרח מוסתר חלקית על ידי בניין 2. הדרום פונה לרחוב; בקומות נמוכות יש שילוב של כביש וקרבה למתחם.",ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,הפתיחות המזרחית חלקית בלבד בגלל מבני הפרויקט שממול; אין לתמחר כנוף פארק מלא,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות | מרחק מדויק וחלונות נגדיים בבניין 2/3",app/public/plans/apt_b1_14.png
1,15,1-15,3,1D,1D,3 חדרים קומפקטית,3,78.78,7.4,1,False,דרום,none,1148642,1200081,83,B+,0.6,71.8,-0.04,0.56,7,A – יחידה חזקה בסגמנט,בינונית-גבוהה,"תוכנית פנימית יעילה ומאוזנת מאוד. בניגוד להערכה הקודמת, המטבח והחלל הציבורי אינם חלשים; החיסרון המרכזי הוא כמות שטח החוץ, לא איכות התכנון הפנימי.","חלל ציבורי כ־5.70×5.38 מ׳; חדרים כ־2.95×3.96 מ׳ וכ־2.89×3.42 מ׳; מרפסת כ־7.4 מ״ר, ברוחב כ־2.4 מ׳ ובצורה מלבנית.","7.4 מ״ר בלבד, אך הצורה מלבנית ועומק של כ־2.4 מ׳ הופכים אותה לשימושית יותר ממרפסת ארוכה וצרה באותו שטח.",אור יום חזק; יש לבדוק הצללה ועומס חום,"קומת ביניים: נקודת בסיס טובה בין נגישות, פרטיות ופתיחות.","פונה דרומה לרחוב ההיקפי. אין חזית בניין קרובה ישירות, אך רעש תנועה והולכי רגל משמעותי יותר בקומות הנמוכות.",ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_15.png
1,16,1-16,3,1E,1E,4 חדרים,4,109.6,13.01,1,False,מערב - דרום,none,1711950,1788615,83,B+,0.6,70.4,-0.29,0.31,23,B – טובה/ממוצעת בסגמנט,בינונית-גבוהה,"דירת 4 חדרים עם חלל ציבורי מצוין, מטבח גדול ומרפסת עמוקה. חדר ההורים טוב, אך שני חדרים משניים קומפקטיים ואחד מהם מופרד מהאגף העיקרי.",סלון כ־5.01×4.02 מ׳; מטבח כ־3.21×4.86 מ׳; מרפסת 13.01 מ״ר בעומק של כ־3 מ׳; חדר הורים ברוחב כ־2.95 מ׳ ובאורך קרוב ל־4.95 מ׳; חדרים משניים סביב 9.2–9.8 מ״ר.,"מרפסת 13 מ״ר עמוקה ומלבנית יחסית, עם יכולת אמיתית לאירוח ושולחן אוכל.","אור חזק ושקיעות, אך עומס חום אחר הצהריים","קומת ביניים: נקודת בסיס טובה בין נגישות, פרטיות ופתיחות.","פינת דרום-מערב מול רחובות היקפיים. פתיחות עירונית סבירה, אך תנועה ועומס חום מערבי; בקומות גבוהות הפתיחות משתפרת.",ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_16.png
1,17,1-17,4,1A,1A,3 חדרים גדולה,3,87.77,21.67,2,False,מערב - צפון,none,1371044,1432443,82,B+,0.4,70.8,-0.22,0.18,9,C – חלשה יחסית בסגמנט,בינונית-גבוהה,"דירת 3 חדרים גדולה ונוחה מאוד, עם חלל ציבורי נדיב ושני חדרים בגודל מלא. חלק מהשטח החיצוני מפוצל ומרפסת הסלון צרה, ולכן השטח הרשום הגבוה אינו כולו שווה באותה מידה לקונה.",חלל ציבורי פתוח ברוחב עד כ־5.76 מ׳; חדרים כ־2.92×3.47 מ׳ וכ־3.29×3.76 מ׳; מרפסת סלון כ־6.36×1.59 מ׳; מרפסת מעוגלת נוספת כ־9.8 מ״ר.,"סה״כ 21.67 מ״ר בשתי מרפסות. מרפסת הסלון ארוכה וצרה; המרפסת המעוגלת עמוקה יותר אך מחוברת לחדר שינה. יש ערך ייחודי, אך פחות ממשטח חוץ אחד גדול ושימושי.","קרירה ומוצלת יותר, אך עלולה להיות חשוכה יחסית בחלק מהיום","קומה בינונית-גבוהה: פרטיות ופתיחות טובות יותר, ללא תלות קיצונית בגובה.",החזית המערבית פונה לרחוב; הצפון פונה לכיוון בניין 3 והמרחב הפנימי. אין נוף פארק. יחידות נמוכות חשופות יותר לכביש ולחזיתות סמוכות.,ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס | אחד הכיוונים פונה לאזור גן הילדים/המרחב הציבורי; רעש יום רלוונטי בעיקר בקומות נמוכות,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_17.png
1,18,1-18,4,1B,1B,4 חדרים,4,107.95,11.88,1,False,מזרח - צפון,partial,1676693,1751779,79,B-,-0.2,68.8,-0.58,-0.78,32,C – חלשה יחסית בסגמנט,בינונית,"תוכנית משפחתית טובה ומרווחת, עם חדר הורים נדיב ומערך שירות מלא. החלל הציבורי ארוך והמרפסת צרה; חדר אחד קומפקטי והזרימה פחות טבעית מהטיפוסים המובילים.",חלל ציבורי באורך כ־7.2 מ׳ וברוחב שימושי סביב 4.06 מ׳; הורים כ־4.43×2.95 מ׳; חדר נוסף כ־3.00×3.15 מ׳; ממ״ד כ־3.76×3.00 מ׳; מרפסת כ־6.35×1.59 מ׳.,"11.88 מ״ר רשומים, אך עומק של כ־1.59 מ׳. מתאימה לישיבה לאורך המרפסת; פחות נוחה לשולחן משפחתי רחב.",אור בוקר וטמפרטורה מתונה יחסית; פחות שמש דרומית,"קומה בינונית-גבוהה: פרטיות ופתיחות טובות יותר, ללא תלות קיצונית בגובה.",המזרח פונה דרך המתחם לכיוון בניין 2 ולכן אינו קו נוף פארק ישיר. הכיוון הצפוני פונה לאזור גן הילדים/המרחב הפנימי; בקומות נמוכות צפויים יותר רעש יום ופרטיות מופחתת.,ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,הפתיחות המזרחית חלקית בלבד בגלל מבני הפרויקט שממול; אין לתמחר כנוף פארק מלא | אחד הכיוונים פונה לאזור גן הילדים/המרחב הציבורי; רעש יום רלוונטי בעיקר בקומות נמוכות,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות | מרחק מדויק וחלונות נגדיים בבניין 2/3",app/public/plans/apt_b1_18.png
1,19,1-19,4,1C,1C,3 חדרים קומפקטית,3,79.72,13.6,1,False,מזרח - דרום,partial,1188348,1241566,81,B,0.2,72.0,0.0,0.2,10,B – טובה/ממוצעת בסגמנט,בינונית,"אחת מתוכניות ה־3 חדרים היעילות ביותר: כמעט כל השטח עובד, המרפסת עמוקה ומרובעת, ושני החדרים בגודל סביר. המטבח קומפקטי ואין סוויטת הורים.","חלל ציבורי ברוחב כולל כ־5.83 מ׳; חדרים כ־2.95×3.98 מ׳ וכ־3.54×2.95 מ׳; מרפסת כ־13.6 מ״ר, בעומק קרוב ל־4 מ׳.","מרפסת כ־13.6 מ״ר בעלת פרופורציות עמוקות ומרובעות יחסית — שימושית לאוכל, אירוח ופינת ישיבה.","אור בוקר ודרום; איזון טוב יחסית, בכפוף להצללה בפועל","קומה בינונית-גבוהה: פרטיות ופתיחות טובות יותר, ללא תלות קיצונית בגובה.","חזית מזרחית-דרומית, אך המזרח מוסתר חלקית על ידי בניין 2. הדרום פונה לרחוב; בקומות נמוכות יש שילוב של כביש וקרבה למתחם.",ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,הפתיחות המזרחית חלקית בלבד בגלל מבני הפרויקט שממול; אין לתמחר כנוף פארק מלא,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות | מרחק מדויק וחלונות נגדיים בבניין 2/3",app/public/plans/apt_b1_19.png
1,20,1-20,4,1D,1D,3 חדרים קומפקטית,3,78.78,7.4,1,False,דרום,none,1148642,1200081,83,B+,0.6,75.4,0.61,1.21,3,A – יחידה חזקה בסגמנט,בינונית-גבוהה,"תוכנית פנימית יעילה ומאוזנת מאוד. בניגוד להערכה הקודמת, המטבח והחלל הציבורי אינם חלשים; החיסרון המרכזי הוא כמות שטח החוץ, לא איכות התכנון הפנימי.","חלל ציבורי כ־5.70×5.38 מ׳; חדרים כ־2.95×3.96 מ׳ וכ־2.89×3.42 מ׳; מרפסת כ־7.4 מ״ר, ברוחב כ־2.4 מ׳ ובצורה מלבנית.","7.4 מ״ר בלבד, אך הצורה מלבנית ועומק של כ־2.4 מ׳ הופכים אותה לשימושית יותר ממרפסת ארוכה וצרה באותו שטח.",אור יום חזק; יש לבדוק הצללה ועומס חום,"קומה בינונית-גבוהה: פרטיות ופתיחות טובות יותר, ללא תלות קיצונית בגובה.","פונה דרומה לרחוב ההיקפי. אין חזית בניין קרובה ישירות, אך רעש תנועה והולכי רגל משמעותי יותר בקומות הנמוכות.",ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_20.png
1,21,1-21,4,1E,1E,4 חדרים,4,109.6,13.01,1,False,מערב - דרום,none,1711950,1788615,83,B+,0.6,74.0,0.36,0.96,19,B – טובה/ממוצעת בסגמנט,בינונית-גבוהה,"דירת 4 חדרים עם חלל ציבורי מצוין, מטבח גדול ומרפסת עמוקה. חדר ההורים טוב, אך שני חדרים משניים קומפקטיים ואחד מהם מופרד מהאגף העיקרי.",סלון כ־5.01×4.02 מ׳; מטבח כ־3.21×4.86 מ׳; מרפסת 13.01 מ״ר בעומק של כ־3 מ׳; חדר הורים ברוחב כ־2.95 מ׳ ובאורך קרוב ל־4.95 מ׳; חדרים משניים סביב 9.2–9.8 מ״ר.,"מרפסת 13 מ״ר עמוקה ומלבנית יחסית, עם יכולת אמיתית לאירוח ושולחן אוכל.","אור חזק ושקיעות, אך עומס חום אחר הצהריים","קומה בינונית-גבוהה: פרטיות ופתיחות טובות יותר, ללא תלות קיצונית בגובה.","פינת דרום-מערב מול רחובות היקפיים. פתיחות עירונית סבירה, אך תנועה ועומס חום מערבי; בקומות גבוהות הפתיחות משתפרת.",ללא יתרון יחידה ייחודי מעבר לטיפוס ולמיקום הכללי,חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_21.png
1,22,1-22,5,1A,1A,3 חדרים גדולה,3,87.77,21.67,2,False,מערב - צפון,none,1371044,1432443,82,B+,0.4,73.8,0.32,0.72,8,B – טובה/ממוצעת בסגמנט,בינונית-גבוהה,"דירת 3 חדרים גדולה ונוחה מאוד, עם חלל ציבורי נדיב ושני חדרים בגודל מלא. חלק מהשטח החיצוני מפוצל ומרפסת הסלון צרה, ולכן השטח הרשום הגבוה אינו כולו שווה באותה מידה לקונה.",חלל ציבורי פתוח ברוחב עד כ־5.76 מ׳; חדרים כ־2.92×3.47 מ׳ וכ־3.29×3.76 מ׳; מרפסת סלון כ־6.36×1.59 מ׳; מרפסת מעוגלת נוספת כ־9.8 מ״ר.,"סה״כ 21.67 מ״ר בשתי מרפסות. מרפסת הסלון ארוכה וצרה; המרפסת המעוגלת עמוקה יותר אך מחוברת לחדר שינה. יש ערך ייחודי, אך פחות ממשטח חוץ אחד גדול ושימושי.","קרירה ומוצלת יותר, אך עלולה להיות חשוכה יחסית בחלק מהיום","קומה גבוהה יחסית בפרויקט: פרטיות, אור ופתיחות טובים; יש לבדוק רוח.",החזית המערבית פונה לרחוב; הצפון פונה לכיוון בניין 3 והמרחב הפנימי. אין נוף פארק. יחידות נמוכות חשופות יותר לכביש ולחזיתות סמוכות.,"קומה גבוהה יחסית משפרת פרטיות, אור ופתיחות",חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס | אחד הכיוונים פונה לאזור גן הילדים/המרחב הציבורי; רעש יום רלוונטי בעיקר בקומות נמוכות,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_22.png
1,23,1-23,5,1B,1B,4 חדרים,4,107.95,11.88,1,False,מזרח - צפון,partial,1676693,1751779,79,B-,-0.2,71.4,-0.11,-0.31,28,C – חלשה יחסית בסגמנט,בינונית,"תוכנית משפחתית טובה ומרווחת, עם חדר הורים נדיב ומערך שירות מלא. החלל הציבורי ארוך והמרפסת צרה; חדר אחד קומפקטי והזרימה פחות טבעית מהטיפוסים המובילים.",חלל ציבורי באורך כ־7.2 מ׳ וברוחב שימושי סביב 4.06 מ׳; הורים כ־4.43×2.95 מ׳; חדר נוסף כ־3.00×3.15 מ׳; ממ״ד כ־3.76×3.00 מ׳; מרפסת כ־6.35×1.59 מ׳.,"11.88 מ״ר רשומים, אך עומק של כ־1.59 מ׳. מתאימה לישיבה לאורך המרפסת; פחות נוחה לשולחן משפחתי רחב.",אור בוקר וטמפרטורה מתונה יחסית; פחות שמש דרומית,"קומה גבוהה יחסית בפרויקט: פרטיות, אור ופתיחות טובים; יש לבדוק רוח.",המזרח פונה דרך המתחם לכיוון בניין 2 ולכן אינו קו נוף פארק ישיר. הכיוון הצפוני פונה לאזור גן הילדים/המרחב הפנימי; בקומות נמוכות צפויים יותר רעש יום ופרטיות מופחתת.,"קומה גבוהה יחסית משפרת פרטיות, אור ופתיחות",הפתיחות המזרחית חלקית בלבד בגלל מבני הפרויקט שממול; אין לתמחר כנוף פארק מלא | אחד הכיוונים פונה לאזור גן הילדים/המרחב הציבורי; רעש יום רלוונטי בעיקר בקומות נמוכות,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות | מרחק מדויק וחלונות נגדיים בבניין 2/3",app/public/plans/apt_b1_23.png
1,24,1-24,5,1C,1C,3 חדרים קומפקטית,3,79.72,13.6,1,False,מזרח - דרום,partial,1188348,1241566,81,B,0.2,74.6,0.47,0.67,6,A – יחידה חזקה בסגמנט,בינונית,"אחת מתוכניות ה־3 חדרים היעילות ביותר: כמעט כל השטח עובד, המרפסת עמוקה ומרובעת, ושני החדרים בגודל סביר. המטבח קומפקטי ואין סוויטת הורים.","חלל ציבורי ברוחב כולל כ־5.83 מ׳; חדרים כ־2.95×3.98 מ׳ וכ־3.54×2.95 מ׳; מרפסת כ־13.6 מ״ר, בעומק קרוב ל־4 מ׳.","מרפסת כ־13.6 מ״ר בעלת פרופורציות עמוקות ומרובעות יחסית — שימושית לאוכל, אירוח ופינת ישיבה.","אור בוקר ודרום; איזון טוב יחסית, בכפוף להצללה בפועל","קומה גבוהה יחסית בפרויקט: פרטיות, אור ופתיחות טובים; יש לבדוק רוח.","חזית מזרחית-דרומית, אך המזרח מוסתר חלקית על ידי בניין 2. הדרום פונה לרחוב; בקומות נמוכות יש שילוב של כביש וקרבה למתחם.","קומה גבוהה יחסית משפרת פרטיות, אור ופתיחות",הפתיחות המזרחית חלקית בלבד בגלל מבני הפרויקט שממול; אין לתמחר כנוף פארק מלא,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות | מרחק מדויק וחלונות נגדיים בבניין 2/3",app/public/plans/apt_b1_24.png
1,25,1-25,5,1D,1D,3 חדרים קומפקטית,3,78.78,7.4,1,False,דרום,none,1148642,1200081,83,B+,0.6,78.6,1.19,1.79,2,A – יחידה חזקה בסגמנט,בינונית-גבוהה,"תוכנית פנימית יעילה ומאוזנת מאוד. בניגוד להערכה הקודמת, המטבח והחלל הציבורי אינם חלשים; החיסרון המרכזי הוא כמות שטח החוץ, לא איכות התכנון הפנימי.","חלל ציבורי כ־5.70×5.38 מ׳; חדרים כ־2.95×3.96 מ׳ וכ־2.89×3.42 מ׳; מרפסת כ־7.4 מ״ר, ברוחב כ־2.4 מ׳ ובצורה מלבנית.","7.4 מ״ר בלבד, אך הצורה מלבנית ועומק של כ־2.4 מ׳ הופכים אותה לשימושית יותר ממרפסת ארוכה וצרה באותו שטח.",אור יום חזק; יש לבדוק הצללה ועומס חום,"קומה גבוהה יחסית בפרויקט: פרטיות, אור ופתיחות טובים; יש לבדוק רוח.","פונה דרומה לרחוב ההיקפי. אין חזית בניין קרובה ישירות, אך רעש תנועה והולכי רגל משמעותי יותר בקומות הנמוכות.","קומה גבוהה יחסית משפרת פרטיות, אור ופתיחות",חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_25.png
1,26,1-26,5,1E,1E,4 חדרים,4,109.6,13.01,1,False,מערב - דרום,none,1711950,1788615,83,B+,0.6,77.2,0.94,1.54,13,B – טובה/ממוצעת בסגמנט,בינונית-גבוהה,"דירת 4 חדרים עם חלל ציבורי מצוין, מטבח גדול ומרפסת עמוקה. חדר ההורים טוב, אך שני חדרים משניים קומפקטיים ואחד מהם מופרד מהאגף העיקרי.",סלון כ־5.01×4.02 מ׳; מטבח כ־3.21×4.86 מ׳; מרפסת 13.01 מ״ר בעומק של כ־3 מ׳; חדר הורים ברוחב כ־2.95 מ׳ ובאורך קרוב ל־4.95 מ׳; חדרים משניים סביב 9.2–9.8 מ״ר.,"מרפסת 13 מ״ר עמוקה ומלבנית יחסית, עם יכולת אמיתית לאירוח ושולחן אוכל.","אור חזק ושקיעות, אך עומס חום אחר הצהריים","קומה גבוהה יחסית בפרויקט: פרטיות, אור ופתיחות טובים; יש לבדוק רוח.","פינת דרום-מערב מול רחובות היקפיים. פתיחות עירונית סבירה, אך תנועה ועומס חום מערבי; בקומות גבוהות הפתיחות משתפרת.","קומה גבוהה יחסית משפרת פרטיות, אור ופתיחות",חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_26.png
1,27,1-27,6,1A,1A,3 חדרים גדולה,3,87.77,21.67,2,False,מערב - צפון,none,1371044,1432443,82,B+,0.4,76.4,0.79,1.19,7,B – טובה/ממוצעת בסגמנט,בינונית-גבוהה,"דירת 3 חדרים גדולה ונוחה מאוד, עם חלל ציבורי נדיב ושני חדרים בגודל מלא. חלק מהשטח החיצוני מפוצל ומרפסת הסלון צרה, ולכן השטח הרשום הגבוה אינו כולו שווה באותה מידה לקונה.",חלל ציבורי פתוח ברוחב עד כ־5.76 מ׳; חדרים כ־2.92×3.47 מ׳ וכ־3.29×3.76 מ׳; מרפסת סלון כ־6.36×1.59 מ׳; מרפסת מעוגלת נוספת כ־9.8 מ״ר.,"סה״כ 21.67 מ״ר בשתי מרפסות. מרפסת הסלון ארוכה וצרה; המרפסת המעוגלת עמוקה יותר אך מחוברת לחדר שינה. יש ערך ייחודי, אך פחות ממשטח חוץ אחד גדול ושימושי.","קרירה ומוצלת יותר, אך עלולה להיות חשוכה יחסית בחלק מהיום",קומה גבוהה: פרטיות ופתיחות חזקות; תלות גדולה יותר במעלית ורוח אפשרית.,החזית המערבית פונה לרחוב; הצפון פונה לכיוון בניין 3 והמרחב הפנימי. אין נוף פארק. יחידות נמוכות חשופות יותר לכביש ולחזיתות סמוכות.,"קומה גבוהה יחסית משפרת פרטיות, אור ופתיחות",חשיפה לרחוב היקפי/ראשי; יש לבצע בדיקת רעש בשעות עומס | אחד הכיוונים פונה לאזור גן הילדים/המרחב הציבורי; רעש יום רלוונטי בעיקר בקומות נמוכות | בגובה זה יש לבדוק רוחות במרפסת ותלות במעליות; לא הונח שמדובר בקומה עליונה,"תוכנית מכר חתומה ומידות נקיות סופיות | שיוך ומאפייני חניה ומחסן | מיקום חדר אשפה, מערכות, מעליות ופירים ביחס לדירה | בדיקת sightline בפועל/מודל תלת־ממד לפי הקומה | בדיקת רעש בשטח ובשעות פעילות",app/public/plans/apt_b1_27.png
